Usage statistics from between 23:00 and 04:00 each day
,HS Main (kWh),HS DL Lighting (kWh),HS DHB Plugload (kWh),HS-Kitchen Emergency (kWh),HS DG Gym (kWh),HS M1 Chillers (kWh),HS CC (kWh)
2016-09-04,604.0,110.09999999997672,39.29999999998836,137.5,218.79999999998836,0.09999999999854481,111.0
2016-09-05,543.0,108.39999999996508,39.20000000001164,142.09999999997672,221.19999999995343,0.12999999999738066,42.899999999965075
2016-09-06,574.0,133.20000000001164,38.0,142.80000000004657,226.40000000002328,0.08999999999650754,44.5
2016-09-07,579.0,134.79999999998836,41.5,142.29999999998836,226.20000000001164,0.1599999999962165,45.5
2016-09-08,699.0,140.29999999998836,45.0,149.09999999997672,226.5,0.08999999999650754,151.29999999998836
2016-09-09,725.0,120.59999999997672,52.79999999998836,148.59999999997672,219.60000000003492,0.059999999997671694,195.79999999998836
2016-09-10,740.0,120.70000000001164,42.79999999998836,158.5,230.79999999998836,0.049999999995634425,199.29999999998836
2016-09-11,765.0,166.5,50.39999999999418,148.20000000001164,228.89999999996508,0.10999999999330612,180.0
2016-09-12,733.0,136.20000000001164,39.69999999998254,150.39999999996508,230.70000000001164,0.12999999999738066,184.80000000004657
2016-09-13,621.0,139.40000000002328,40.59999999997672,145.5,106.10000000003492,0.1599999999962165,201.29999999998836
2016-09-14,563.0,191.40000000002328,42.70000000001164,146.29999999998836,150.5,0.13999999999941792,42.5
2016-09-15,429.0,129.90000000002328,40.0,146.59999999997672,74.39999999996508,0.12999999999738066,46.40000000002328
2016-09-16,415.0,114.29999999998836,48.80000000001746,146.90000000002328,66.20000000001164,0.12000000000261934,47.09999999997672
2016-09-17,397.0,116.30000000004657,37.69999999998254,143.40000000002328,59.20000000001164,0.09999999999854481,48.09999999997672
2016-09-18,393.0,118.79999999998836,39.20000000001164,142.59999999997672,59.0,0.08999999999650754,42.90000000002328
2016-09-19,428.0,131.29999999998836,40.80000000001746,151.20000000001164,68.70000000001164,0.14999999999417923,45.20000000001164
2016-09-20,419.0,136.20000000001164,41.89999999999418,147.89999999996508,58.09999999997672,0.1500000000014552,43.20000000001164
2016-09-21,441.0,135.60000000003492,41.5,146.09999999997672,81.69999999995343,0.13999999999941792,45.5
2016-09-22,417.0,133.89999999996508,37.69999999998254,151.70000000001164,58.90000000002328,0.13999999999941792,44.20000000001164
2016-09-23,393.0,113.70000000001164,38.09999999997672,147.90000000002328,59.20000000001164,0.1500000000014552,42.79999999998836
2016-09-24,399.0,109.10000000003492,37.5,146.10000000003492,71.79999999998836,0.13999999999941792,44.59999999997672
2016-09-25,400.0,110.70000000001164,37.0,144.60000000003492,71.60000000003492,0.1300000000046566,44.90000000002328
2016-09-26,411.0,118.20000000001164,39.0,143.39999999996508,75.19999999995343,0.1500000000014552,44.40000000002328
2016-09-27,403.0,124.0,40.80000000001746,145.90000000002328,56.29999999998836,0.09999999999854481,44.600000000034925
2016-09-28,419.0,129.19999999995343,42.19999999998254,146.60000000003492,66.40000000002328,0.12000000000261934,44.0
2016-09-29,414.0,123.70000000001164,38.80000000001746,147.20000000001164,71.5,0.12000000000261934,43.40000000002328
2016-09-30,403.0,109.5,39.69999999998254,150.69999999995343,69.20000000001164,0.12999999999738066,44.29999999998836
2016-10-01,428.0,112.20000000001164,38.79999999998836,162.59999999997672,68.39999999996508,0.11000000000058208,56.79999999998836
2016-10-02,396.0,112.0,38.60000000000582,149.0,62.899999999965075,0.12999999999738066,44.40000000002328
2016-10-03,399.0,106.40000000002328,36.69999999998254,162.60000000003492,59.5,0.12999999999738066,45.100000000034925
2016-10-04,470.0,114.90000000002328,42.80000000001746,154.90000000002328,124.0,0.11000000000058208,44.70000000001164
2016-10-05,424.0,117.40000000002328,40.70000000001164,154.40000000002328,74.29999999998836,0.08999999999650754,47.0
2016-10-06,454.0,121.40000000002328,38.79999999998836,147.69999999995343,103.20000000001164,0.1500000000014552,53.899999999965075
2016-10-07,431.0,112.30000000004657,48.10000000000582,160.0,68.20000000001164,0.1300000000046566,53.20000000001164
2016-10-08,553.0,126.90000000002328,37.0,161.20000000001164,54.5,0.12000000000261934,186.29999999998836
2016-10-09,393.0,106.29999999993015,37.19999999998254,147.5,63.0,0.12000000000261934,48.600000000034925
2016-10-10,454.0,102.70000000006985,36.69999999998254,203.89999999996508,72.40000000002328,0.06999999999970896,50.29999999998836
2016-10-11,386.0,101.30000000004657,38.40000000002328,145.20000000001164,62.70000000001164,0.12999999999738066,49.0
2016-10-12,391.0,101.70000000006985,37.0,144.5,68.79999999998836,0.13999999999941792,48.5
2016-10-13,403.0,117.70000000006985,36.19999999998254,151.30000000004657,60.0,0.12000000000261934,48.300000000046566
2016-10-14,586.0,108.59999999997672,37.60000000000582,150.70000000001164,130.60000000003492,0.08000000000174623,173.10000000003492
2016-10-15,509.0,103.30000000004657,36.89999999999418,150.29999999998836,67.09999999997672,0.11999999999534339,164.20000000001164
2016-10-16,521.0,107.89999999990687,37.39999999999418,151.10000000003492,52.70000000001164,0.11000000000058208,184.90000000002328
2016-10-17,550.0,119.90000000002328,37.39999999999418,153.0,91.70000000001164,0.14999999999417923,160.29999999998836
2016-10-18,662.0,126.69999999995343,36.30000000001746,148.70000000001164,56.5,0.11000000000058208,307.5
2016-10-19,541.0,127.5,40.89999999999418,151.29999999998836,72.0,0.13999999999941792,163.19999999995343
2016-10-20,533.0,118.40000000002328,37.20000000001164,149.0,51.59999999997672,0.1599999999962165,189.79999999998836
2016-10-21,529.0,112.30000000004657,38.40000000002328,153.60000000003492,54.100000000034925,0.13999999999941792,183.0
2016-10-22,526.0,113.29999999993015,40.10000000000582,157.5,65.40000000002328,0.08999999999650754,161.70000000001164
2016-10-23,510.0,115.09999999997672,39.5,144.60000000003492,62.90000000002328,0.11000000000058208,161.20000000001164
2016-10-24,415.0,111.40000000002328,38.79999999998836,155.10000000003492,71.40000000002328,0.08000000000174623,49.59999999997672
2016-10-25,574.0,114.09999999997672,36.79999999998836,265.9000000000233,125.10000000003492,0.040000000000873115,47.70000000001164
2016-10-26,513.0,113.5,37.5,258.70000000001164,69.70000000001164,0.029999999998835847,48.70000000001164
2016-10-27,410.0,118.90000000002328,40.39999999999418,145.0,66.29999999998836,0.09999999999854481,50.199999999953434
2016-10-28,407.0,106.0,39.59999999997672,144.29999999998836,72.60000000003492,0.10999999999330612,54.79999999998836
2016-10-29,382.0,103.30000000004657,38.89999999999418,142.19999999995343,62.20000000001164,0.12000000000261934,46.0
2016-10-30,383.0,104.19999999995343,37.79999999998836,144.59999999997672,63.20000000001164,0.09999999999854481,43.600000000034925
2016-10-31,522.0,116.79999999993015,39.5,269.29999999998836,65.29999999998836,0.05000000000291038,47.09999999997672
2016-11-01,444.0,115.79999999993015,38.0,147.39999999996508,100.10000000003492,0.12999999999738066,53.0
2016-11-02,478.0,129.19999999995343,38.0,158.5,110.20000000001164,0.13999999999941792,54.20000000001164
2016-11-03,435.0,119.5,38.29999999998836,145.29999999998836,96.70000000001164,0.09999999999854481,46.0
2016-11-04,525.0,105.70000000006985,42.29999999998836,275.20000000001164,71.5,0.020000000004074536,46.09999999997672
2016-11-05,493.0,131.80000000004657,45.09999999997672,182.0,74.59999999997672,0.1500000000014552,71.79999999998836
2016-11-06,404.0,106.19999999995343,38.0,156.89999999996508,67.70000000001164,0.06999999999970896,45.5
2016-11-07,585.0,115.5,37.5,260.79999999998836,114.70000000001164,0.0,71.90000000002328
2016-11-08,545.0,112.20000000006985,37.29999999998836,140.70000000001164,218.5,0.06000000000494765,48.5
2016-11-09,479.0,114.70000000006985,40.79999999998836,174.60000000003492,111.0,0.08000000000174623,50.0
2016-11-10,449.0,105.59999999997672,36.89999999999418,149.0,123.39999999996508,0.13999999999941792,45.600000000034925
2016-11-11,447.0,98.70000000006985,37.0,198.90000000002328,72.79999999998836,0.05000000000291038,51.90000000002328
2016-11-12,387.0,98.40000000002328,36.39999999999418,145.10000000003492,68.29999999998836,0.12999999999738066,49.5
2016-11-13,382.0,103.59999999997672,36.60000000000582,140.20000000001164,64.5,0.0900000000037835,47.20000000001164
2016-11-14,394.0,105.89999999990687,40.60000000000582,143.5,63.100000000034925,0.1500000000014552,51.59999999997672
2016-11-15,470.0,111.30000000004657,37.79999999998836,148.0,67.79999999998836,0.10000000000582077,116.89999999996508
2016-11-16,505.0,120.60000000009313,38.70000000001164,149.5,147.5,0.09999999999854481,60.20000000001164
2016-11-17,420.0,122.90000000002328,40.5,147.79999999998836,67.0,0.08000000000174623,52.40000000002328
2016-11-18,449.0,107.0,36.40000000002328,148.10000000003492,114.79999999998836,0.08999999999650754,53.90000000002328
2016-11-19,405.0,105.0,36.90000000002328,150.0,70.29999999998836,0.11000000000058208,52.70000000001164
2016-11-20,516.0,110.0,37.69999999998254,269.4000000000233,68.59999999997672,0.010000000002037268,45.79999999998836
2016-11-21,563.0,114.59999999997672,37.0,255.0,126.29999999998836,0.020000000004074536,46.90000000002328
2016-11-22,550.0,111.40000000002328,37.69999999998254,265.30000000004657,72.0,0.05000000000291038,79.60000000003492
2016-11-23,556.0,104.29999999993015,38.79999999998836,262.20000000001164,76.90000000002328,0.0,89.80000000004657
2016-11-24,429.0,102.09999999997672,37.40000000002328,144.5,86.20000000001164,0.06999999999970896,70.69999999995343
2016-11-25,418.0,100.90000000002328,36.10000000000582,137.60000000003492,108.0,0.11000000000058208,46.20000000001164
2016-11-26,427.0,101.89999999990687,37.19999999998254,140.19999999995343,112.79999999998836,0.08000000000174623,46.70000000001164
2016-11-27,551.0,102.29999999993015,37.5,269.3999999999651,111.29999999998836,0.059999999997671694,48.09999999997672
2016-11-28,595.0,115.90000000002328,37.60000000000582,268.0,89.20000000001164,0.0,101.5
2016-11-29,457.0,113.0,36.69999999998254,142.09999999997672,130.70000000001164,0.12000000000261934,47.29999999998836
2016-11-30,406.0,117.19999999995343,36.10000000000582,149.70000000001164,67.40000000002328,0.11999999999534339,47.09999999997672
2016-12-01,453.0,118.5,37.60000000000582,193.10000000003492,70.79999999998836,0.08999999999650754,46.5
2016-12-02,446.0,108.19999999995343,35.5,149.0,70.59999999997672,0.09999999999854481,93.90000000002328
2016-12-03,596.0,113.09999999997672,36.70000000001164,269.0,82.79999999998836,0.059999999997671694,111.5
2016-12-04,560.0,115.90000000002328,36.10000000000582,274.0,84.29999999998836,0.0,66.5
2016-12-05,621.0,122.09999999997672,38.10000000000582,263.8999999999651,135.0,0.0,79.60000000003492
2016-12-06,493.0,120.80000000004657,36.09999999997672,185.5,76.79999999998836,0.08000000000174623,88.0
2016-12-07,571.0,118.29999999993015,41.0,265.4000000000233,77.29999999998836,0.029999999998835847,85.30000000004657
2016-12-08,567.0,120.59999999997672,38.19999999998254,260.5999999999767,80.20000000001164,0.0,84.40000000002328
2016-12-09,558.0,107.80000000004657,37.20000000001164,265.20000000001164,94.79999999998836,0.0,70.30000000004657
2016-12-10,757.0,103.5,38.69999999998254,282.79999999998836,110.79999999998836,0.0,241.80000000004657
2016-12-11,726.0,104.09999999997672,38.89999999999418,271.79999999998836,173.70000000001164,0.020000000004074536,159.70000000001164
2016-12-12,600.0,113.90000000002328,38.10000000000582,263.20000000001164,80.5,0.0,122.0
2016-12-13,515.0,117.29999999993015,38.5,148.0,107.5,0.08000000000174623,118.20000000001164
2016-12-14,646.0,113.19999999995343,39.29999999998836,262.3999999999651,76.10000000003492,0.0,174.59999999997672
2016-12-15,796.0,117.79999999993015,38.30000000001746,281.8999999999651,166.79999999998836,0.0,212.79999999998836
2016-12-16,791.0,106.80000000004657,36.59999999997672,285.5,142.60000000003492,0.0,242.39999999996508
2016-12-17,654.0,102.20000000006985,36.5,258.29999999998836,172.20000000001164,0.12999999999738066,105.20000000001164
2016-12-18,572.0,103.80000000004657,36.89999999999418,260.6000000000349,118.70000000001164,0.01999999999679858,69.70000000001164
2016-12-19,620.0,113.90000000002328,38.39999999999418,287.20000000001164,116.90000000002328,0.0,83.19999999995343
2016-12-20,602.0,118.90000000002328,40.89999999999418,257.0,79.40000000002328,0.0,123.60000000003492
2016-12-21,619.0,117.5,41.69999999998254,254.0,127.19999999995343,0.0,97.29999999998836
2016-12-22,559.0,121.70000000006985,40.79999999998836,253.09999999997672,84.5,0.059999999997671694,75.20000000001164
2016-12-23,473.0,105.79999999993015,37.29999999998836,195.59999999997672,70.90000000002328,0.059999999997671694,77.40000000002328
2016-12-24,540.0,104.40000000002328,38.40000000002328,256.5,83.19999999995343,0.010000000002037268,74.79999999998836
2016-12-25,647.0,105.90000000002328,37.89999999999418,279.4000000000233,144.59999999997672,0.0,99.29999999998836
2016-12-26,482.0,104.30000000004657,39.59999999997672,137.5,122.5,0.13999999999941792,73.20000000001164
2016-12-27,496.0,114.59999999997672,38.80000000001746,155.79999999993015,130.90000000002328,0.11000000000058208,70.29999999998836
2016-12-28,630.0,110.20000000006985,37.5,274.80000000004657,122.59999999997672,0.0,104.59999999997672
2016-12-29,683.0,106.0,37.70000000001164,271.9000000000233,172.5,0.05000000000291038,114.40000000002328
2016-12-30,600.0,103.40000000002328,37.70000000001164,263.9000000000233,81.70000000006985,0.0,121.09999999997672
2016-12-31,538.0,103.59999999997672,40.80000000001746,139.60000000009313,178.0,0.059999999997671694,91.0
Metasys File,2016 Q1Q4 - AHS Electricity.csv,Report Format,Summary,Time Period,Partial Day,Start Time,23:00,End Time,04:00
.,.,HS Main (kWh),Energy.AHS_N1-Main-kWh-Energy (Trend1),HS DL Lighting (kWh),Energy.AHS_N1-DL-Energy-kWh (Trend1),HS DHB Plugload (kWh),Energy.AHS_N1-DHB - kWh Total (Trend1),HS-Kitchen Emergency (kWh),Energy.AHS_N1-DE-ATS-Energy-kWh (Trend1),HS DG Gym (kWh),Energy.AHS_N1-DG-kWh-Energy (Trend1),HS M1 Chillers (kWh),Energy.M1-kWh-Energy (Trend1),HS CC (kWh),Energy.CollinCtr-Energy-kWh (Trend1)
9594c48b3e818570ea530552e40f958d
