Usage statistics from between 23:00 and 04:00 each day
,HS Main (kWh),HS DL Lighting (kWh),HS DHB Plugload (kWh),HS-Kitchen Emergency (kWh),HS DG Gym (kWh),HS M1 Chillers (kWh),HS CC (kWh)
2016-02-18,670.0,146.29999999998836,41.36000000000058,267.0,139.39999999999418,0.0,87.69999999998254
2016-02-19,625.0,148.10000000000582,41.11000000000058,243.5,116.79999999998836,0.049999999999272404,85.69999999998254
2016-02-20,442.0,146.60000000000582,42.129999999990105,129.39999999999418,76.0,0.12999999999738066,52.0
2016-02-21,482.0,148.29999999998836,44.24000000000524,156.79999999998836,88.40000000002328,0.11999999999898137,49.0
2016-02-22,553.0,135.0,43.44000000000233,247.5,79.30000000001746,0.0,55.69999999998254
2016-02-23,438.0,131.59999999997672,43.970000000001164,133.39999999999418,79.20000000001164,0.049999999999272404,52.20000000001164
2016-02-24,429.0,130.70000000001164,45.979999999995925,135.29999999998836,67.5,0.1499999999978172,51.90000000002328
2016-02-25,431.0,127.0,47.13000000000466,131.09999999997672,79.69999999998254,0.11000000000058208,48.39999999999418
2016-02-26,508.0,114.19999999995343,48.75999999999476,217.0,82.39999999999418,0.0,52.19999999998254
2016-02-27,538.0,118.70000000001164,45.870000000009895,213.70000000001164,75.19999999998254,0.09000000000014552,91.10000000000582
2016-02-28,415.0,119.0,47.229999999995925,133.89999999999418,74.0,0.12999999999738066,43.69999999998254
2016-02-29,482.0,131.29999999998836,45.55000000000291,137.80000000001746,125.70000000001164,0.15999999999985448,45.5
2016-03-01,611.0,134.20000000001164,49.41000000000349,153.10000000000582,233.70000000001164,0.15999999999985448,46.39999999999418
2016-03-02,580.0,128.09999999997672,48.36999999999534,244.0,87.30000000001746,0.0,80.5
2016-03-03,616.0,140.59999999997672,49.63000000000466,240.79999999998836,143.20000000001164,0.0,50.20000000001164
2016-03-04,611.0,116.10000000003492,46.919999999998254,238.5,99.09999999997672,0.0,118.20000000001164
2016-03-05,606.0,114.90000000002328,48.0399999999936,261.69999999998254,92.69999999998254,0.0,97.70000000001164
2016-03-06,650.0,124.29999999998836,48.279999999998836,271.8999999999942,91.60000000000582,0.0,124.0
2016-03-07,596.0,130.39999999996508,49.570000000006985,259.5,117.69999999998254,0.010000000002037268,48.10000000000582
2016-03-08,494.0,139.79999999998836,49.61000000000058,180.39999999999418,80.5,0.13999999999941792,47.5
2016-03-09,532.0,134.59999999997672,51.38999999999942,176.79999999998836,121.29999999998836,0.18000000000029104,52.40000000002328
2016-03-10,482.0,123.70000000001164,47.24000000000524,182.5,85.59999999997672,0.12000000000261934,46.60000000000582
2016-03-11,552.0,114.20000000001164,45.020000000004075,231.79999999998836,95.60000000000582,0.049999999999272404,71.30000000001746
2016-03-12,469.0,98.09999999997672,36.179999999993015,161.5,65.0,0.13999999999941792,111.60000000000582
2016-03-13,463.0,115.79999999998836,45.14999999999418,138.59999999997672,75.79999999998836,0.16999999999825377,89.70000000001164
2016-03-14,453.0,123.59999999997672,45.30000000000291,155.20000000001164,78.10000000000582,0.13000000000101863,50.79999999998836
2016-03-15,465.0,133.29999999998836,49.89999999999418,154.5,82.80000000001746,0.1499999999978172,48.10000000000582
2016-03-16,452.0,125.29999999998836,46.89999999999418,156.60000000000582,79.5,0.13000000000101863,46.30000000001746
2016-03-17,448.0,126.0,47.29999999998836,157.89999999999418,75.89999999999418,0.1500000000014552,44.0
2016-03-18,544.0,113.79999999998836,44.30000000000291,256.3999999999942,86.5,0.029999999998835847,50.30000000001746
2016-03-19,723.0,154.90000000002328,43.5,291.80000000001746,93.0,0.0,150.10000000000582
2016-03-20,547.0,113.90000000002328,42.89999999999418,261.80000000001746,84.09999999997672,0.020000000000436557,52.80000000001746
2016-03-21,615.0,127.29999999998836,41.60000000000582,268.5,115.0,0.010000000002037268,48.29999999998836
2016-03-22,560.0,132.20000000001164,47.59999999999127,165.0,170.39999999999418,0.15999999999985448,50.10000000000582
2016-03-23,489.0,131.09999999997672,47.5,157.5,107.89999999999418,0.13999999999941792,48.60000000000582
2016-03-24,446.0,116.90000000002328,44.59999999999127,158.39999999999418,78.89999999999418,0.09999999999854481,50.39999999999418
2016-03-25,470.0,118.39999999996508,46.59999999999127,167.10000000000582,91.0,0.12999999999738066,51.39999999999418
2016-03-26,540.0,114.5,45.80000000000291,248.70000000001164,86.39999999999418,0.0,51.10000000000582
2016-03-27,439.0,116.89999999996508,46.29999999998836,150.70000000001164,82.79999999998836,0.09999999999854481,46.0
2016-03-28,465.0,133.89999999996508,45.69999999999709,155.5,83.10000000000582,0.11000000000058208,51.0
2016-03-29,530.0,123.10000000003492,43.60000000000582,214.30000000001746,102.89999999999418,0.06000000000130967,51.89999999999418
2016-03-30,497.0,124.60000000003492,48.90000000000873,157.5,119.20000000001164,0.11999999999898137,51.5
2016-03-31,471.0,133.59999999997672,50.19999999999709,165.0,63.5,0.13999999999941792,61.60000000000582
2016-04-01,524.0,118.90000000002328,41.30000000000291,162.90000000002328,82.0,0.1499999999978172,122.89999999999418
2016-04-02,483.0,116.70000000001164,39.60000000000582,156.79999999998836,78.5,0.12999999999738066,93.60000000000582
2016-04-03,628.0,124.29999999998836,39.90000000000873,247.0,90.60000000000582,0.0,133.60000000000582
2016-04-04,573.0,135.70000000001164,43.60000000000582,256.5000000000291,93.89999999999418,0.0,51.89999999999418
2016-04-05,616.0,134.5,45.89999999999418,277.1000000000349,97.20000000001164,0.0,70.70000000001164
2016-04-06,486.0,134.60000000003492,45.80000000000291,146.70000000001164,108.60000000000582,0.12999999999738066,53.89999999999418
2016-04-07,487.0,125.79999999998836,47.19999999999709,135.0,131.20000000001164,0.15999999999985448,51.0
2016-04-08,518.0,112.0,42.40000000000873,234.79999999998836,82.29999999998836,0.040000000000873115,52.39999999999418
2016-04-09,526.0,109.89999999996508,41.10000000000582,245.39999999996508,87.0,0.040000000000873115,48.89999999999418
2016-04-10,522.0,113.19999999995343,40.19999999999709,139.40000000002328,77.89999999996508,0.16999999999825377,155.5
2016-04-11,533.0,131.30000000004657,45.09999999999127,136.59999999997672,106.0,0.17000000000189175,117.5
2016-04-12,718.0,132.5,46.09999999999127,238.90000000002328,79.70000000001164,0.029999999998835847,232.20000000001164
2016-04-13,728.0,126.5,43.90000000000873,255.70000000001164,124.40000000002328,0.05000000000291038,188.39999999999418
2016-04-14,552.0,128.39999999996508,47.5,251.59999999997672,85.29999999998836,0.020000000000436557,45.80000000001746
2016-04-15,414.0,110.09999999997672,40.19999999999709,134.59999999997672,76.60000000003492,0.13999999999941792,53.5
2016-04-16,491.0,112.5,42.09999999999127,211.40000000002328,84.60000000003492,0.05000000000291038,46.0
2016-04-17,411.0,113.09999999997672,39.89999999999418,138.40000000002328,77.69999999995343,0.13999999999941792,44.20000000001164
2016-04-18,411.0,110.5,40.30000000000291,139.90000000002328,76.0,0.1500000000014552,45.70000000001164
2016-04-19,466.0,116.60000000003492,75.0,155.5,76.09999999997672,0.11000000000058208,45.0
2016-04-20,490.0,113.59999999997672,75.40000000000873,181.5,73.0,0.06999999999970896,49.69999999998254
2016-04-21,387.0,114.79999999998836,41.19999999999709,135.0,55.100000000034925,0.09999999999854481,50.0
2016-04-22,539.0,133.59999999997672,39.09999999999127,155.5,67.79999999998836,0.11999999999898137,154.39999999999418
2016-04-23,405.0,110.0,40.0,135.20000000001164,82.29999999998836,0.13999999999941792,47.20000000001164
2016-04-24,416.0,112.90000000002328,39.5,136.0,86.79999999998836,0.07999999999810825,51.30000000001746
2016-04-25,423.0,117.0,45.59999999999127,133.5,90.40000000002328,0.13999999999941792,46.40000000002328
2016-04-26,579.0,126.80000000004657,43.89999999999418,244.5,133.0,0.040000000000873115,46.39999999999418
2016-04-27,447.0,124.20000000001164,44.59999999999127,143.80000000004657,93.10000000003492,0.11999999999898137,51.10000000000582
2016-04-28,475.0,121.89999999996508,44.89999999999418,141.70000000001164,132.40000000002328,0.13000000000101863,45.69999999998254
2016-04-29,428.0,111.29999999998836,42.0,140.59999999997672,97.20000000001164,0.13999999999941792,47.39999999999418
2016-04-30,411.0,111.69999999995343,42.09999999999127,141.30000000004657,80.20000000001164,0.12999999999738066,47.0
2016-05-01,406.0,110.70000000001164,42.59999999999127,137.60000000003492,80.90000000002328,0.11999999999898137,45.39999999999418
2016-05-02,481.0,123.79999999998836,45.40000000000873,148.89999999996508,126.90000000002328,0.13999999999941792,47.0
2016-05-03,458.0,115.5,41.80000000000291,143.5,100.60000000003492,0.1500000000014552,68.69999999998254
2016-05-04,450.0,111.19999999995343,43.89999999999418,138.70000000001164,120.90000000002328,0.13000000000101863,46.60000000000582
2016-05-05,453.0,114.0,45.39999999999418,139.40000000002328,109.09999999997672,0.13000000000101863,56.80000000001746
2016-05-06,443.0,115.29999999998836,41.39999999999418,145.29999999998836,104.79999999998836,0.13999999999941792,51.70000000001164
2016-05-07,471.0,116.70000000001164,40.19999999999709,151.40000000002328,78.79999999998836,0.11999999999898137,106.70000000001164
2016-05-08,401.0,111.40000000002328,40.10000000000582,141.70000000001164,75.5,0.13000000000101863,45.39999999999418
2016-05-09,414.0,108.60000000003492,41.80000000000291,139.70000000001164,92.79999999998836,0.09999999999854481,46.79999999998836
2016-05-10,468.0,110.70000000001164,45.19999999999709,144.29999999998836,130.79999999998836,0.12000000000261934,51.89999999999418
2016-05-11,426.0,111.29999999998836,44.30000000000291,141.40000000002328,90.0,0.1500000000014552,50.10000000000582
2016-05-12,441.0,115.60000000003492,42.80000000000291,148.59999999997672,97.29999999998836,0.10000000000218279,48.20000000001164
2016-05-13,448.0,118.80000000004657,41.5,146.0,73.09999999997672,0.1500000000014552,78.60000000000582
2016-05-14,403.0,114.09999999997672,41.5,143.0,62.90000000002328,0.11000000000058208,51.10000000000582
2016-05-15,419.0,116.0,41.09999999999127,142.0,81.30000000004657,0.13000000000101863,48.30000000001746
2016-05-16,415.0,115.89999999996508,44.30000000000291,138.90000000002328,78.19999999995343,0.13000000000101863,48.20000000001164
2016-05-17,447.0,118.40000000002328,46.39999999999418,140.39999999996508,88.30000000004657,0.1400000000030559,64.0
2016-05-18,469.0,116.39999999996508,48.90000000000873,141.20000000001164,126.0,0.13999999999941792,47.79999999998836
2016-05-19,441.0,121.70000000001164,49.30000000000291,144.60000000003492,90.70000000001164,0.1400000000030559,46.09999999997672
2016-05-20,470.0,116.5,42.60000000000582,142.79999999998836,119.29999999998836,0.12999999999738066,53.29999999998836
2016-05-21,461.0,116.60000000003492,42.0,157.60000000003492,70.39999999996508,0.13999999999941792,79.10000000000582
2016-05-22,410.0,113.79999999998836,41.79999999998836,134.70000000001164,76.59999999997672,0.13000000000101863,47.20000000001164
2016-05-23,421.0,119.79999999998836,41.39999999999418,149.30000000004657,75.90000000002328,0.11000000000058208,45.10000000000582
2016-05-24,446.0,123.0,44.69999999998254,142.0,94.90000000002328,0.12999999999738066,46.29999999998836
2016-05-25,617.0,127.39999999996508,43.70000000001164,154.29999999998836,227.5,0.1500000000014552,52.0
2016-05-26,576.0,184.0,55.29999999998836,165.39999999996508,131.29999999998836,0.13999999999941792,46.60000000000582
2016-05-27,448.0,118.79999999998836,45.89999999999418,141.59999999997672,75.90000000002328,0.1500000000014552,70.0
2016-05-28,493.0,184.29999999998836,45.10000000000582,147.5,66.89999999996508,0.09000000000014552,54.29999999998836
2016-05-29,477.0,169.5,45.20000000001164,138.29999999998836,78.89999999996508,0.12000000000261934,50.29999999998836
2016-05-30,432.0,133.40000000002328,44.60000000000582,136.60000000003492,67.29999999998836,0.09999999999854481,53.89999999999418
2016-05-31,577.0,203.5,52.0,139.5,130.80000000004657,0.15999999999985448,56.60000000000582
2016-06-01,498.0,179.09999999997672,48.69999999998254,143.19999999995343,87.0,0.1499999999978172,45.39999999999418
2016-06-02,469.0,139.79999999998836,47.80000000001746,138.5,103.5,0.11999999999898137,44.40000000002328
2016-06-03,453.0,137.30000000004657,41.60000000000582,144.40000000002328,68.5,0.09999999999854481,66.10000000000582
2016-06-04,488.0,140.10000000003492,40.39999999999418,154.79999999998836,69.09999999997672,0.1499999999978172,89.29999999998836
2016-06-05,100.0,29.899999999965075,8.39999999999418,28.800000000046566,24.400000000023283,0.06000000000130967,9.599999999976717
2016-06-07,514.0,197.20000000001164,45.29999999998836,150.20000000001164,77.5,0.13999999999941792,49.0
2016-06-08,485.0,134.70000000001164,44.89999999999418,144.70000000001164,118.30000000004657,0.15999999999985448,45.70000000001164
2016-06-09,431.0,117.10000000003492,46.60000000000582,142.29999999998836,74.0,0.11999999999898137,54.10000000000582
2016-06-10,454.0,116.20000000001164,46.80000000001746,137.90000000002328,97.09999999997672,0.13999999999941792,66.29999999998836
2016-06-11,416.0,117.59999999997672,45.60000000000582,151.30000000004657,64.29999999998836,0.10000000000218279,47.5
2016-06-12,432.0,119.5,46.0,149.0,77.0,0.1099999999969441,50.60000000000582
2016-06-13,445.0,131.0,47.90000000002328,147.20000000001164,80.79999999998836,0.12000000000261934,49.39999999999418
2016-06-14,465.0,132.0,46.60000000000582,143.29999999998836,103.70000000001164,0.15999999999985448,50.39999999999418
2016-06-15,440.0,122.30000000004657,49.10000000000582,147.09999999997672,85.19999999995343,0.1500000000014552,46.39999999999418
2016-06-16,551.0,165.20000000001164,48.70000000001164,151.59999999997672,120.79999999998836,4.9099999999998545,67.79999999998836
2016-06-17,417.0,114.29999999998836,42.5,146.5,73.5,0.13999999999941792,50.19999999998254
2016-06-18,422.0,114.70000000001164,42.0,145.59999999997672,63.29999999998836,4.119999999998981,59.29999999998836
2016-06-19,397.0,114.0,42.10000000000582,142.30000000004657,63.199999999953434,0.13999999999941792,45.0
2016-06-20,550.0,173.5,52.89999999999418,141.79999999998836,141.70000000001164,0.1500000000014552,51.29999999998836
2016-06-21,532.0,163.60000000003492,44.89999999999418,145.39999999996508,125.59999999997672,0.1499999999978172,64.30000000004657
2016-06-22,433.0,103.70000000001164,42.10000000000582,145.09999999997672,95.59999999997672,0.17000000000189175,53.29999999998836
2016-06-23,399.0,127.79999999998836,35.5,139.90000000002328,57.90000000002328,0.13999999999941792,48.100000000034925
2016-06-24,360.0,87.29999999998836,35.39999999999418,133.90000000002328,63.600000000034925,0.1500000000014552,49.0
2016-06-25,361.0,88.0,34.20000000001164,136.10000000003492,65.90000000002328,0.15999999999985448,45.899999999965075
2016-06-26,400.0,125.30000000004657,35.0,137.40000000002328,64.79999999998836,0.1499999999978172,46.70000000001164
2016-06-27,520.0,141.70000000001164,35.70000000001164,145.79999999998836,158.70000000001164,0.27000000000043656,48.70000000001164
2016-06-28,525.0,142.09999999997672,36.5,147.09999999997672,162.0,0.059999999997671694,49.40000000002328
2016-06-29,676.0,160.0,39.89999999999418,154.0,284.0,5.899999999994179,42.20000000001164
2016-06-30,677.0,165.89999999996508,43.0,152.5,280.9000000000233,3.9799999999959255,42.5
2016-07-01,437.0,158.89999999996508,38.0,146.09999999997672,61.899999999965075,0.10000000000582077,43.29999999998836
2016-07-02,428.0,156.79999999998836,37.60000000000582,142.10000000003492,59.399999999965075,0.059999999997671694,42.59999999997672
2016-07-03,460.0,158.5,38.30000000001746,141.70000000001164,90.60000000003492,0.0900000000037835,42.40000000002328
2016-07-04,458.0,155.20000000001164,37.30000000001746,140.80000000004657,92.10000000003492,0.03999999999359716,43.899999999965075
2016-07-05,662.0,163.79999999998836,40.0,145.70000000001164,273.79999999998836,7.830000000001746,42.59999999997672
2016-07-06,735.0,151.40000000002328,41.70000000001164,155.90000000002328,276.8999999999651,6.620000000002619,43.5
2016-07-07,626.0,149.09999999997672,46.79999999998836,147.90000000002328,247.59999999997672,3.430000000000291,41.79999999998836
2016-07-08,427.0,106.0,37.70000000001164,135.5,108.90000000002328,2.5199999999967986,43.800000000046566
2016-07-09,360.0,89.70000000001164,36.80000000001746,135.20000000001164,63.20000000001164,0.09999999999854481,44.5
2016-07-10,352.0,91.20000000001164,36.89999999999418,135.70000000001164,54.5,0.09999999999854481,43.899999999965075
2016-07-11,380.0,100.70000000001164,38.29999999998836,144.70000000001164,61.20000000001164,0.059999999997671694,43.90000000002328
2016-07-12,469.0,107.89999999996508,105.19999999998254,156.40000000002328,61.0,4.069999999999709,40.0
2016-07-13,677.0,226.40000000002328,42.29999999998836,140.90000000002328,167.59999999997672,5.17000000000553,43.79999999998836
2016-07-14,937.0,284.69999999995343,107.70000000001164,155.0,292.9000000000233,0.05000000000291038,51.90000000002328
2016-07-15,889.0,223.89999999996508,40.5,147.20000000001164,366.79999999998836,0.040000000000873115,42.40000000002328
2016-07-16,845.0,218.40000000002328,40.69999999998254,144.89999999996508,332.0,0.08999999999650754,42.20000000001164
2016-07-17,808.0,213.0,38.20000000001164,133.29999999998836,311.20000000001164,0.10999999999330612,41.09999999997672
2016-07-18,860.0,236.39999999996508,39.5,146.90000000002328,329.80000000004657,0.10999999999330612,41.59999999997672
2016-07-19,767.0,203.70000000001164,47.40000000002328,138.89999999996508,253.40000000002328,4.430000000000291,41.0
2016-07-20,806.0,205.90000000002328,47.19999999998254,147.29999999998836,293.20000000001164,0.0900000000037835,41.5
2016-07-21,854.0,225.29999999998836,47.39999999999418,151.69999999995343,321.29999999998836,0.06999999999970896,41.0
2016-07-22,1252.0,122.79999999998836,38.80000000001746,165.79999999998836,330.1000000000349,0.040000000000873115,510.6000000000349
2016-07-23,923.0,104.79999999998836,36.60000000000582,140.40000000002328,301.69999999995343,0.05000000000291038,245.5
2016-07-24,897.0,97.80000000004657,38.20000000001164,139.79999999998836,294.29999999998836,0.09999999999854481,232.20000000001164
2016-07-25,816.0,117.0,38.19999999998254,158.0,351.79999999998836,11.760000000002037,49.399999999965075
2016-07-26,969.0,275.0999999999767,49.5,160.0,339.30000000004657,8.279999999998836,45.70000000001164
2016-07-27,974.0,291.0999999999767,47.0,155.20000000001164,334.19999999995343,8.25,47.399999999965075
2016-07-28,1002.0,278.5,57.30000000001746,160.29999999998836,358.0999999999767,9.240000000005239,51.5
2016-07-29,845.0,224.89999999996508,38.69999999998254,144.29999999998836,296.6000000000349,0.029999999998835847,49.79999999998836
2016-07-30,807.0,211.09999999997672,36.39999999999418,148.79999999998836,273.0,0.09999999999854481,49.29999999998836
2016-07-31,848.0,207.5,35.20000000001164,139.09999999997672,289.0999999999767,0.11000000000058208,89.0
2016-08-01,843.0,205.09999999997672,31.20000000001164,139.40000000002328,295.0,0.11000000000058208,83.20000000001164
2016-08-02,995.0,207.0,95.60000000000582,162.79999999998836,251.10000000003492,0.08999999999650754,193.29999999998836
2016-08-03,1008.0,261.4000000000233,50.20000000001164,143.5,280.4000000000233,0.05000000000291038,202.09999999997672
2016-08-04,1149.0,282.70000000001164,114.79999999998836,164.89999999996508,298.30000000004657,0.040000000000873115,227.20000000001164
2016-08-05,843.0,253.29999999998836,35.0,155.5,282.0999999999767,0.05000000000291038,58.899999999965075
2016-08-06,579.0,93.90000000002328,32.5,165.70000000001164,227.70000000001164,0.09999999999854481,54.5
2016-08-07,545.0,93.90000000002328,31.60000000000582,149.20000000001164,216.40000000002328,0.040000000000873115,49.90000000002328
2016-08-08,443.0,94.5,32.79999999998836,145.79999999998836,115.89999999996508,0.05000000000291038,47.399999999965075
2016-08-09,533.0,107.09999999997672,83.70000000001164,172.40000000002328,115.0,0.08999999999650754,48.5
2016-08-10,479.0,116.5,34.60000000000582,148.0,123.29999999998836,0.05000000000291038,51.09999999997672
2016-08-11,909.0,125.59999999997672,33.39999999999418,163.20000000001164,115.79999999998836,0.05000000000291038,471.0
2016-08-12,811.0,109.09999999997672,32.80000000001746,159.5,117.0,0.059999999997671694,390.8999999999651
2016-08-13,602.0,92.90000000002328,33.70000000001164,144.5,112.90000000002328,0.059999999997671694,213.80000000004657
2016-08-14,664.0,95.20000000001164,33.70000000001164,157.5,115.10000000003492,0.040000000000873115,259.0
2016-08-15,649.0,117.59999999997672,33.29999999998836,155.09999999997672,116.5,9.059999999997672,210.5
2016-08-16,680.0,110.59999999997672,34.5,167.0,127.70000000001164,0.029999999998835847,237.29999999998836
2016-08-17,883.0,294.5999999999767,35.20000000001164,149.29999999998836,140.40000000002328,16.410000000003492,184.79999999998836
2016-08-18,765.0,105.79999999998836,39.10000000000582,156.09999999997672,134.29999999998836,0.18000000000029104,343.1000000000349
2016-08-19,432.0,101.29999999998836,36.5,140.5,120.10000000003492,0.23000000000320142,43.29999999998836
2016-08-20,430.0,96.89999999996508,35.29999999998836,141.79999999998836,122.5,0.10000000000582077,43.59999999997672
2016-08-21,435.0,99.60000000003492,36.10000000000582,144.29999999998836,119.79999999998836,0.1599999999962165,44.600000000034925
2016-08-22,626.0,210.70000000001164,37.79999999998836,147.29999999998836,118.09999999997672,5.299999999995634,41.399999999965075
2016-08-23,721.0,231.5,34.89999999999418,153.70000000001164,117.09999999997672,1.5900000000037835,124.70000000001164
2016-08-24,736.0,143.40000000002328,41.20000000001164,159.79999999998836,117.29999999998836,0.07999999999447027,288.0999999999767
2016-08-25,796.0,140.20000000001164,49.70000000001164,171.29999999998836,125.29999999998836,0.08999999999650754,323.69999999995343
2016-08-26,767.0,166.80000000004657,40.20000000001164,155.09999999997672,122.40000000002328,0.09999999999854481,280.29999999998836
2016-08-27,645.0,121.20000000001164,38.10000000000582,148.09999999997672,126.29999999998836,0.040000000000873115,223.39999999996508
2016-08-28,601.0,123.09999999997672,37.10000000000582,144.40000000002328,117.89999999996508,0.059999999997671694,191.0
2016-08-29,540.0,113.19999999995343,37.30000000001746,146.70000000001164,115.90000000002328,0.0900000000037835,136.79999999998836
2016-08-30,582.0,108.0,40.0,151.09999999997672,129.69999999995343,0.11000000000058208,164.5
2016-08-31,637.0,126.0,43.39999999999418,152.0,123.59999999997672,0.040000000000873115,204.39999999996508
2016-09-01,679.0,127.0,42.19999999998254,146.59999999997672,228.0,0.14999999999417923,147.19999999995343
2016-09-02,622.0,108.5,39.39999999999418,142.60000000003492,229.5,0.16999999999825377,114.20000000001164
2016-09-03,613.0,107.69999999995343,39.20000000001164,137.5,227.59999999997672,0.16999999999825377,111.59999999997672
